Δt (hr),p̄ws (psia)
1161.0,2605.93
1162.0,2605.93
1163.0,2605.93
1164.0,2605.93
1165.0,2605.93
1166.0,2605.93
1167.0,2605.93
1168.0,2605.93
1169.0,2605.93
1170.0,2605.93
1171.0,2605.93
1172.0,2605.93
1173.0,2605.93
1174.0,2605.93
1175.0,2605.93
1176.0,2605.93
1177.0,2605.93
1178.0,2605.93
1179.0,2605.93
1180.0,2605.93
1181.0,2605.93
1182.0,2605.93
1183.0,2605.93
1184.0,2605.93
1185.0,2605.93
1186.0,2605.93
1187.0,2605.93
1188.0,2605.93
1189.0,2605.93
1190.0,2605.93
1191.0,2605.93
1192.0,2605.93
1193.0,2605.93
1194.0,2605.93
1195.0,2605.93
1196.0,2605.93
1197.0,2605.93
1198.0,2605.93
1199.0,2605.93
1200.0,2605.93
1201.0,2605.93
1202.0,2605.93
1203.0,2605.93
1204.0,2605.93
1205.0,2605.93
1206.0,2605.93
1207.0,2605.93
1208.0,2605.93
1209.0,2605.93
1210.0,2605.93
1211.0,2605.93
1212.0,2605.93
1213.0,2605.93
1214.0,2605.93
1215.0,2605.93
1216.0,2605.93
1217.0,2605.93
1218.0,2605.93
1219.0,2605.93
1220.0,2605.93
1221.0,2605.93
1222.0,2605.93
1223.0,2605.93
1224.0,2605.93
1225.0,2605.93
1226.0,2605.93
1227.0,2605.93
1228.0,2605.93
1229.0,2605.93
1230.0,2605.93
1231.0,2605.93
1232.0,2605.93
1233.0,2605.93
1234.0,2605.93
1235.0,2605.93
1236.0,2605.93
1237.0,2605.93
1238.0,2605.93
1239.0,2605.93
1240.0,2605.93
1241.0,2605.93
1242.0,2605.93
1243.0,2605.93
1244.0,2605.93
1245.0,2605.93
1246.0,2605.93
1247.0,2605.93
1248.0,2605.93
1249.0,2605.93
1250.0,2605.93
1251.0,2605.93
1252.0,2605.93
1253.0,2605.93
1254.0,2605.93
1255.0,2605.93
1256.0,2605.93
1257.0,2605.93
1258.0,2605.93
1259.0,2605.93
1260.0,2605.93
1261.0,2605.93
1262.0,2605.93
1263.0,2605.93
1264.0,2605.93
1265.0,2605.93
1266.0,2605.93
1267.0,2605.93
1268.0,2605.93
1269.0,2605.93
1270.0,2605.93
1271.0,2605.93
1272.0,2605.93
1273.0,2605.93
1274.0,2605.93
1275.0,2605.93
1276.0,2605.93
1277.0,2605.93
1278.0,2605.93
1279.0,2605.93
1280.0,2605.93
1281.0,2605.93
1282.0,2605.93
1283.0,2605.93
1284.0,2605.93
1285.0,2605.93
1286.0,2605.93
1287.0,2605.93
1288.0,2605.93
1289.0,2605.93
1290.0,2605.93
1291.0,2605.93
1292.0,2605.93
1293.0,2605.93
1294.0,2605.93
1295.0,2605.93
1296.0,2605.93
1297.0,2605.93
1298.0,2605.93
1299.0,2605.93
1300.0,2605.93
1301.0,2605.93
1302.0,2605.93
1303.0,2605.93
1304.0,2605.93
1305.0,2605.93
1306.0,2605.93
1307.0,2605.93
1308.0,2605.93
1309.0,2605.93
1310.0,2605.93
1311.0,2605.93
1312.0,2605.93
1313.0,2605.93
1314.0,2605.93
1315.0,2605.93
1316.0,2605.93
1317.0,2605.93
1318.0,2605.93
1319.0,2605.93
1320.0,2605.93
1321.0,2605.93
1322.0,2605.93
1323.0,2605.93
1324.0,2605.93
1325.0,2605.93
1326.0,2605.93
1327.0,2605.93
1328.0,2605.93
1329.0,2605.93
1330.0,2605.93
1331.0,2605.93
1332.0,2605.93
1333.0,2605.93
1334.0,2605.93
1335.0,2605.93
1336.0,2605.93
1337.0,2605.93
1338.0,2605.93
1339.0,2605.93
1340.0,2605.93
1341.0,2605.93
1342.0,2605.93
1343.0,2605.93
1344.0,2605.93
1345.0,2605.93
1346.0,2605.93
1347.0,2605.93
1348.0,2605.93
1349.0,2605.93
1350.0,2605.93
1351.0,2605.93
1352.0,2605.93
1353.0,2605.93
1354.0,2605.93
1355.0,2605.93
1356.0,2605.93
1357.0,2605.93
1358.0,2605.93
1359.0,2605.93
1360.0,2605.93
1361.0,2605.93
1362.0,2605.93
1363.0,2605.93
1364.0,2605.93
1365.0,2605.93
1366.0,2605.93
1367.0,2605.93
1368.0,2605.93
1369.0,2605.93
1370.0,2605.93
1371.0,2605.93
1372.0,2605.93
1373.0,2605.93
1374.0,2605.93
1375.0,2605.93
1376.0,2605.93
1377.0,2605.93
1378.0,2605.93
1379.0,2605.93
1380.0,2605.93
1381.0,2605.93
1382.0,2605.93
1383.0,2605.93
1384.0,2605.93
1385.0,2605.93
1386.0,2605.93
1387.0,2605.93
1388.0,2605.93
1389.0,2605.93
1390.0,2605.93
1391.0,2605.93
1392.0,2605.93
1393.0,2605.93
1394.0,2605.93
1395.0,2605.93
1396.0,2605.93
1397.0,2605.93
1398.0,2605.93
1399.0,2605.93
1400.0,2605.93
1401.0,2605.93
1402.0,2605.93
1403.0,2605.93
1404.0,2605.93
1405.0,2605.93
1406.0,2605.93
1407.0,2605.93
1408.0,2605.93
1409.0,2605.93
1410.0,2605.93
1411.0,2605.93
1412.0,2605.93
1413.0,2605.93
1414.0,2605.93
1415.0,2605.93
1416.0,2605.93
1417.0,2605.93
1418.0,2605.93
1419.0,2605.93
1420.0,2605.93
1421.0,2605.93
1422.0,2605.93
1423.0,2605.93
1424.0,2605.93
1425.0,2605.93
1426.0,2605.93
1427.0,2605.93
1428.0,2605.93
1429.0,2605.93
1430.0,2605.93
1431.0,2605.93
1432.0,2605.93
1433.0,2605.93
1434.0,2605.93
1435.0,2605.93
1436.0,2605.93
1437.0,2605.93
1438.0,2605.93
1439.0,2605.93
1440.0,2605.93
1441.0,2605.93
1442.0,2605.93
1443.0,2605.93
1444.0,2605.93
1445.0,2605.93
1446.0,2605.93
1447.0,2605.93
1448.0,2605.93
1449.0,2605.93
1450.0,2605.93
1451.0,2605.93
1452.0,2605.93
1453.0,2605.93
1454.0,2605.93
1455.0,2605.93
1456.0,2605.93
1457.0,2605.93
1458.0,2605.93
1459.0,2605.93
1460.0,2605.93
1461.0,2605.93
1462.0,2605.93
1463.0,2605.93
1464.0,2605.93
1465.0,2605.93
1466.0,2605.93
1467.0,2605.93
1468.0,2605.93
1469.0,2605.93
1470.0,2605.93
1471.0,2605.93
1472.0,2605.93
1473.0,2605.93
1474.0,2605.93
1475.0,2605.93
1476.0,2605.93
1477.0,2605.93
1478.0,2605.93
1479.0,2605.93
1480.0,2605.93
1481.0,2605.93
1482.0,2605.93
1483.0,2605.93
1484.0,2605.93
1485.0,2605.93
1486.0,2605.93
1487.0,2605.93
1488.0,2605.93
1489.0,2605.93
1490.0,2605.93
1491.0,2605.93
1492.0,2605.93
1493.0,2605.93
1494.0,2605.93
1495.0,2605.93
1496.0,2605.93
1497.0,2605.93
1498.0,2605.93
1499.0,2605.93
1500.0,2605.93
1501.0,2605.93
1502.0,2605.93
1503.0,2605.93
1504.0,2605.93
1505.0,2605.93
1506.0,2605.93
1507.0,2605.93
1508.0,2605.93
1509.0,2605.93
1510.0,2605.93
1511.0,2605.93
1512.0,2605.93
1513.0,2605.93
1514.0,2605.93
1515.0,2605.93
1516.0,2605.93
1517.0,2605.93
1518.0,2605.93
1519.0,2605.93
1520.0,2605.93
1521.0,2605.93
1522.0,2605.93
1523.0,2605.93
1524.0,2605.93
1525.0,2605.93
1526.0,2605.93
1527.0,2605.93
1528.0,2605.93
1529.0,2605.93
1530.0,2605.93
1531.0,2605.93
1532.0,2605.93
1533.0,2605.93
1534.0,2605.93
1535.0,2605.93
1536.0,2605.93
1537.0,2605.93
1538.0,2605.93
1539.0,2605.93
1540.0,2605.93
1541.0,2605.93
1542.0,2605.93
1543.0,2605.93
1544.0,2605.93
1545.0,2605.93
1546.0,2605.93
1547.0,2605.93
1548.0,2605.93
1549.0,2605.93
1550.0,2605.93
1551.0,2605.93
1552.0,2605.93
1553.0,2605.93
1554.0,2605.93
1555.0,2605.93
1556.0,2605.93
1557.0,2605.93
1558.0,2605.93
1559.0,2605.93
1560.0,2605.93
1561.0,2605.93
1562.0,2605.93
1563.0,2605.93
1564.0,2605.93
1565.0,2605.93
1566.0,2605.93
1567.0,2605.93
1568.0,2605.93
1569.0,2605.93
1570.0,2605.93
1571.0,2605.93
1572.0,2605.93
1573.0,2605.93
1574.0,2605.93
1575.0,2605.93
1576.0,2605.93
1577.0,2605.93
1578.0,2605.93
1579.0,2605.93
1580.0,2605.93
1581.0,2605.93
1582.0,2605.93
1583.0,2605.93
1584.0,2605.93
1585.0,2605.93
1586.0,2605.93
1587.0,2605.93
1588.0,2605.93
1589.0,2605.93
1590.0,2605.93
1591.0,2605.93
1592.0,2605.93
1593.0,2605.93
1594.0,2605.93
1595.0,2605.93
1596.0,2605.93
1597.0,2605.93
1598.0,2605.93
1599.0,2605.93
1600.0,2605.93
1601.0,2605.93
1602.0,2605.93
1603.0,2605.93
1604.0,2605.93
1605.0,2605.93
1606.0,2605.93
1607.0,2605.93
1608.0,2605.93
1609.0,2605.93
1610.0,2605.93
1611.0,2605.93
1612.0,2605.93
1613.0,2605.93
1614.0,2605.93
1615.0,2605.93
1616.0,2605.93
1617.0,2605.93
1618.0,2605.93
1619.0,2605.93
1620.0,2605.93
1621.0,2605.93
1622.0,2605.93
1623.0,2605.93
1624.0,2605.93
1625.0,2605.93
1626.0,2605.93
1627.0,2605.93
1628.0,2605.93
1629.0,2605.93
1630.0,2605.93
1631.0,2605.93
1632.0,2605.93
1633.0,2605.93
1634.0,2605.93
1635.0,2605.93
1636.0,2605.93
1637.0,2605.93
1638.0,2605.93
1639.0,2605.93
1640.0,2605.93
1641.0,2605.93
1642.0,2605.93
1643.0,2605.93
1644.0,2605.93
1645.0,2605.93
1646.0,2605.93
1647.0,2605.93
1648.0,2605.93
1649.0,2605.93
1650.0,2605.93
1651.0,2605.93
1652.0,2605.93
1653.0,2605.93
1654.0,2605.93
1655.0,2605.93
1656.0,2605.93
1657.0,2605.93
1658.0,2605.93
1659.0,2605.93
1660.0,2605.93
1661.0,2605.93
1662.0,2605.93
1663.0,2605.93
1664.0,2605.93
1665.0,2605.93
1666.0,2605.93
1667.0,2605.93
1668.0,2605.93
1669.0,2605.93
1670.0,2605.93
1671.0,2605.93
1672.0,2605.93
1673.0,2605.93
1674.0,2605.93
1675.0,2605.93
1676.0,2605.93
1677.0,2605.93
1678.0,2605.93
1679.0,2605.93
1680.0,2605.93
1681.0,2605.93
1682.0,2605.93
1683.0,2605.93
1684.0,2605.93
1685.0,2605.93
1686.0,2605.93
1687.0,2605.93
1688.0,2605.93
1689.0,2605.93
1690.0,2605.93
1691.0,2605.93
1692.0,2605.93
1693.0,2605.93
1694.0,2605.93
1695.0,2605.93
1696.0,2605.93
1697.0,2605.93
1698.0,2605.93
1699.0,2605.93
1700.0,2605.93
1701.0,2605.93
1702.0,2605.93
1703.0,2605.93
1704.0,2605.93
1705.0,2605.93
1706.0,2605.93
1707.0,2605.93
1708.0,2605.93
1709.0,2605.93
1710.0,2605.93
1711.0,2605.93
1712.0,2605.93
1713.0,2605.93
1714.0,2605.93
1715.0,2605.93
1716.0,2605.93
1717.0,2605.93
1718.0,2605.93
1719.0,2605.93
1720.0,2605.93
1721.0,2605.93
1722.0,2605.93
1723.0,2605.93
1724.0,2605.93
1725.0,2605.93
1726.0,2605.93
1727.0,2605.93
1728.0,2605.93
1729.0,2605.93
1730.0,2605.93
1731.0,2605.93
1732.0,2605.93
1733.0,2605.93
1734.0,2605.93
1735.0,2605.93
1736.0,2605.93
1737.0,2605.93
1738.0,2605.93
1739.0,2605.93
1740.0,2605.93
1741.0,2605.93
1742.0,2605.93
1743.0,2605.93
1744.0,2605.93
1745.0,2605.93
1746.0,2605.93
1747.0,2605.93
1748.0,2605.93
1749.0,2605.93
1750.0,2605.93
1751.0,2605.93
1752.0,2605.93
1753.0,2605.93
1754.0,2605.93
1755.0,2605.93
1756.0,2605.93
1757.0,2605.93
1758.0,2605.93
1759.0,2605.93
1760.0,2605.93
1761.0,2605.93
1762.0,2605.93
1763.0,2605.93
1764.0,2605.93
1765.0,2605.93
1766.0,2605.93
1767.0,2605.93
1768.0,2605.93
1769.0,2605.93
1770.0,2605.93
1771.0,2605.93
1772.0,2605.93
1773.0,2605.93
1774.0,2605.93
1775.0,2605.93
1776.0,2605.93
1777.0,2605.93
1778.0,2605.93
1779.0,2605.93
1780.0,2605.93
1781.0,2605.93
1782.0,2605.93
1783.0,2605.93
1784.0,2605.93
1785.0,2605.93
1786.0,2605.93
1787.0,2605.93
1788.0,2605.93
1789.0,2605.93
1790.0,2605.93
1791.0,2605.93
1792.0,2605.93
1793.0,2605.93
1794.0,2605.93
1795.0,2605.93
1796.0,2605.93
1797.0,2605.93
1798.0,2605.93
1799.0,2605.93
1800.0,2605.93
1801.0,2605.93
1802.0,2605.93
1803.0,2605.93
1804.0,2605.93
1805.0,2605.93
1806.0,2605.93
1807.0,2605.93
1808.0,2605.93
1809.0,2605.93
1810.0,2605.93
1811.0,2605.93
1812.0,2605.93
1813.0,2605.93
1814.0,2605.93
1815.0,2605.93
1816.0,2605.93
1817.0,2605.93
1818.0,2605.93
1819.0,2605.93
1820.0,2605.93
1821.0,2605.93
1822.0,2605.93
1823.0,2605.93
1824.0,2605.93
1825.0,2605.93
1826.0,2605.93
1827.0,2605.93
1828.0,2605.93
1829.0,2605.93
1830.0,2605.93
1831.0,2605.93
1832.0,2605.93
1833.0,2605.93
1834.0,2605.93
1835.0,2605.93
1836.0,2605.93
1837.0,2605.93
1838.0,2605.93
1839.0,2605.93
1840.0,2605.93
1841.0,2605.93
1842.0,2605.93
1843.0,2605.93
1844.0,2605.93
1845.0,2605.93
1846.0,2605.93
1847.0,2605.93
1848.0,2605.93
1849.0,2605.93
1850.0,2605.93
1851.0,2605.93
1852.0,2605.93
1853.0,2605.93
1854.0,2605.93
1855.0,2605.93
1856.0,2605.93
1857.0,2605.93
1858.0,2605.93
1859.0,2605.93
1860.0,2605.93
1861.0,2605.93
1862.0,2605.93
1863.0,2605.93
1864.0,2605.93
1865.0,2605.93
1866.0,2605.93
1867.0,2605.93
1868.0,2605.93
1869.0,2605.93
1870.0,2605.93
1871.0,2605.93
1872.0,2605.93
1873.0,2605.93
1874.0,2605.93
1875.0,2605.93
1876.0,2605.93
1877.0,2605.93
1878.0,2605.93
1879.0,2605.93
1880.0,2605.93
1881.0,2605.93
1882.0,2605.93
1883.0,2605.93
1884.0,2605.93
1885.0,2605.93
1886.0,2605.93
1887.0,2605.93
1888.0,2605.93
1889.0,2605.93
1890.0,2605.93
1891.0,2605.93
1892.0,2605.93
1893.0,2605.93
1894.0,2605.93
1895.0,2605.93
1896.0,2605.93
1897.0,2605.93
1898.0,2605.93
1899.0,2605.93
1900.0,2605.93
1901.0,2605.93
1902.0,2605.93
1903.0,2605.93
1904.0,2605.93
1905.0,2605.93
1906.0,2605.93
1907.0,2605.93
1908.0,2605.93
1909.0,2605.93
1910.0,2605.93
1911.0,2605.93
1912.0,2605.93
1913.0,2605.93
1914.0,2605.93
1915.0,2605.93
1916.0,2605.93
1917.0,2605.93
1918.0,2605.93
1919.0,2605.93
1920.0,2605.93
1921.0,2605.93
1922.0,2605.93
1923.0,2605.93
1924.0,2605.93
1925.0,2605.93
1926.0,2605.93
1927.0,2605.93
1928.0,2605.93
1929.0,2605.93
1930.0,2605.93
1931.0,2605.93
1932.0,2605.93
1933.0,2605.93
1934.0,2605.93
1935.0,2605.93
1936.0,2605.93
1937.0,2605.93
1938.0,2605.93
1939.0,2605.93
1940.0,2605.93
1941.0,2605.93
1942.0,2605.93
1943.0,2605.93
1944.0,2605.93
1945.0,2605.93
1946.0,2605.93
1947.0,2605.93
1948.0,2605.93
1949.0,2605.93
1950.0,2605.93
1951.0,2605.93
1952.0,2605.93
1953.0,2605.93
1954.0,2605.93
1955.0,2605.93
1956.0,2605.93
1957.0,2605.93
1958.0,2605.93
1959.0,2605.93
1960.0,2605.93
1961.0,2605.93
1962.0,2605.93
1963.0,2605.93
1964.0,2605.93
1965.0,2605.93
1966.0,2605.93
1967.0,2605.93
1968.0,2605.93
1969.0,2605.93
1970.0,2605.93
1971.0,2605.93
1972.0,2605.93
1973.0,2605.93
1974.0,2605.93
1975.0,2605.93
1976.0,2605.93
1977.0,2605.93
1978.0,2605.93
1979.0,2605.93
1980.0,2605.93
1981.0,2605.93
1982.0,2605.93
1983.0,2605.93
1984.0,2605.93
1985.0,2605.93
1986.0,2605.93
1987.0,2605.93
1988.0,2605.93
1989.0,2605.93
1990.0,2605.93
1991.0,2605.93
1992.0,2605.93
1993.0,2605.93
1994.0,2605.93
1995.0,2605.93
1996.0,2605.93
1997.0,2605.93
1998.0,2605.93
1999.0,2605.93
2000.0,2605.93
2001.0,2605.93
2002.0,2605.93
2003.0,2605.93
2004.0,2605.93
2005.0,2605.93
2006.0,2605.93
2007.0,2605.93
2008.0,2605.93
2009.0,2605.93
2010.0,2605.93
2011.0,2605.93
2012.0,2605.93
2013.0,2605.93
2014.0,2605.93
2015.0,2605.93
2016.0,2605.93
2017.0,2605.93
2018.0,2605.93
2019.0,2605.93
2020.0,2605.93
2021.0,2605.93
2022.0,2605.93
2023.0,2605.93
2024.0,2605.93
2025.0,2605.93
2026.0,2605.93
2027.0,2605.93
2028.0,2605.93
2029.0,2605.93
2030.0,2605.93
2031.0,2605.93
2032.0,2605.93
2033.0,2605.93
2034.0,2605.93
2035.0,2605.93
2036.0,2605.93
2037.0,2605.93
2038.0,2605.93
2039.0,2605.93
2040.0,2605.93
2041.0,2605.93
2042.0,2605.93
2043.0,2605.93
2044.0,2605.93
2045.0,2605.93
2046.0,2605.93
2047.0,2605.93
2048.0,2605.93
2049.0,2605.93
2050.0,2605.93
2051.0,2605.93
2052.0,2605.93
2053.0,2605.93
2054.0,2605.93
2055.0,2605.93
2056.0,2605.93
2057.0,2605.93
2058.0,2605.93
2059.0,2605.93
2060.0,2605.93
2061.0,2605.93
2062.0,2605.93
2063.0,2605.93
2064.0,2605.93
2065.0,2605.93
2066.0,2605.93
2067.0,2605.93
2068.0,2605.93
2069.0,2605.93
2070.0,2605.93
2071.0,2605.93
2072.0,2605.93
2073.0,2605.93
2074.0,2605.93
2075.0,2605.93
2076.0,2605.93
2077.0,2605.93
2078.0,2605.93
2079.0,2605.93
2080.0,2605.93
2081.0,2605.93
2082.0,2605.93
2083.0,2605.93
2084.0,2605.93
2085.0,2605.93
2086.0,2605.93
2087.0,2605.93
2088.0,2605.93
2089.0,2605.93
2090.0,2605.93
2091.0,2605.93
2092.0,2605.93
2093.0,2605.93
2094.0,2605.93
2095.0,2605.93
2096.0,2605.93
2097.0,2605.93
2098.0,2605.93
2099.0,2605.93
2100.0,2605.93
2101.0,2605.93
2102.0,2605.93
2103.0,2605.93
2104.0,2605.93
2105.0,2605.93
2106.0,2605.93
2107.0,2605.93
2108.0,2605.93
2109.0,2605.93
2110.0,2605.93
2111.0,2605.93
2112.0,2605.93
2113.0,2605.93
2114.0,2605.93
2115.0,2605.93
2116.0,2605.93
2117.0,2605.93
2118.0,2605.93
2119.0,2605.93
2120.0,2605.93
2121.0,2605.93
2122.0,2605.93
2123.0,2605.93
2124.0,2605.93
2125.0,2605.93
2126.0,2605.93
2127.0,2605.93
2128.0,2605.93
2129.0,2605.93
2130.0,2605.93
2131.0,2605.93
2132.0,2605.93
2133.0,2605.93
2134.0,2605.93
2135.0,2605.93
2136.0,2605.93
2137.0,2605.93
2138.0,2605.93
2139.0,2605.93
2140.0,2605.93
2141.0,2605.93
2142.0,2605.93
2143.0,2605.93
2144.0,2605.93
2145.0,2605.93
2146.0,2605.93
2147.0,2605.93
2148.0,2605.93
2149.0,2605.93
2150.0,2605.93
2151.0,2605.93
2152.0,2605.93
2153.0,2605.93
2154.0,2605.93
2155.0,2605.93
2156.0,2605.93
2157.0,2605.93
2158.0,2605.93
2159.0,2605.93
2160.0,2605.93
2160.001,2610.68
2160.0021,2615.82
2160.0034,2621.38
2160.0048,2627.4
2160.0064,2633.91
2160.0082,2640.91
2160.0102,2648.43
2160.0125,2656.46
2160.0151,2665.02
2160.018,2674.09
2160.0212,2683.65
2160.0249,2693.68
2160.029,2704.12
2160.0336,2714.93
2160.0388,2726.04
2160.0447,2737.36
2160.0512,2748.81
2160.0587,2760.29
2160.067,2771.7
2160.0764,2782.94
2160.0869,2793.89
2160.0988,2804.48
2160.1121,2814.62
2160.1271,2824.25
2160.144,2833.33
2160.163,2841.84
2160.1844,2849.77
2160.2085,2857.15
2160.2355,2864.01
2160.266,2870.4
2160.3002,2876.36
2160.3387,2881.96
2160.3821,2887.24
2160.4308,2892.26
2160.4857,2897.05
2160.5474,2901.66
2160.6168,2906.11
2160.6949,2910.42
2160.7828,2914.63
2160.8816,2918.73
2160.9928,2922.76
2161.118,2926.71
2161.259,2930.6
2161.417,2934.43
2161.595,2938.21
2161.796,2941.94
2162.021,2945.64
2162.275,2949.29
2162.56,2952.91
2162.881,2956.49
2163.242,2960.04
2163.648,2963.56
2164.105,2967.04
2164.619,2970.5
2165.198,2973.92
2165.848,2977.3
2166.581,2980.65
2167.404,2983.97
2168.331,2987.24
2169.373,2990.48
2170.55,2993.66
2171.87,2996.79
2173.35,2999.87
2175.02,3002.89
2176.9,3005.84
2179.01,3008.71
2181.39,3011.5
2184.06,3014.19
2187.07,3016.78
2190.46,3019.25
2194.26,3021.59
2198.55,3023.78
2203.37,3025.8
2208.79,3027.65
2214.79,3029.27
2220.79,3030.55
2226.79,3031.56
2232.0,3032.27
